R04548	2.4.1.37-RXN
R06537	RXN-7782
R01598	RXN-21762
R02118	RXN-4723
R06815	RXN-13955
R00629	ALCOHOL-SULFOTRANSFERASE-RXN
R01620	LYSINE-N-ACETYLTRANSFERASE-RXN
R09337	RXN-14863
R01403	RXN-21624
R11201	RXN-16481
R04915	1.13.11.47-RXN
R09709	RXN-9630
R12944	RXN-22624
R01457	RXN-20117
R12671	RXN-12543
R08168	RXN-18758
R03657	LEUCINE--TRNA-LIGASE-RXN
R09398	RXN-21090
R05305	RXN-21783
R03411	RXN-7421
R01980	GALACTURONOKINASE-RXN
R11216	2.1.1.126-RXN
R08555	RXN0-4641
R07668	RXN-22559
R11939	RXN-18997
R03224	RXN-14273
R11168	RXN-21452
R00262	METHYLASPARTATE-MUTASE-RXN
R00686	5.1.1.11-RXN
R00535	RXN-20216
R06560	RXN-11641
R06296	RXN-13189
R01579	GLUTAMIN-RXN
R04972	RXN-10642
R04094	RXN-12024
R02208	PROGESTERONE-5-ALPHA-REDUCTASE-RXN
R06957	1.2.3.14-RXN
R10304	RXN-12238
R11838	RXN-18827
R04082	2.4.1.110-RXN
R10520	RXN-16652
R12181	RXN-19643
R03023	RXN-14162
R00082	RXN-21237
R05429	RXN-9881
R08962	RXN-18662
R01169	RXN-14431
R10289	RXN-9246
R09379	RXN-11781
R09400	RXN-20711
R11830	RXN-18792
R05127	RXN-8152
R09250	TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN
R10117	3-HYDROXYDECANOYL-ACP-DEHYDR-RXN
R11543	RXN-17701
R07481	RXN-4021
R00650	MMUM-RXN
R10264	RXN-13964
R11229	RXN-16734
R10229	RXN-11390
R12379	RXN-19724
R00034	RXN-19242
R00782	CYSTATHIONINE-BETA-LYASE-RXN
R12324	RXN-20238
R01688	RXN-21792
R00845	1.1.1.177-RXN
R09824	RXN-12811
R01404	RXN-21641
R00848	GLYC3PDEHYDROG-RXN
R00264	RXN66-479
R09466	OCTADECANAL-DECARBONYLASE-RXN
R09731	RXN-11487
R06808	2.4.1.234-RXN
R00341	PEPCARBOXYKIN-RXN
R12162	RXN-19230
R09575	RXN-8971
R06525	RXN-20397
R00400	ALANINE--OXO-ACID-AMINOTRANSFERASE-RXN
R00627	RXN-18671
R04185	IMILACTDEHYDROG-RXN
R09332	RXN-14851
R12238	RXN-18517
R12490	RXN-20719
R04328	RXN-13710
R00794	NITRATE-REDUCTASE-NADPORNOPH-RXN
R05032	RXN-22611
R01023	CHOLINE-O-ACETYLTRANSFERASE-RXN
R07236	RXN-2562
R00846	GLYCEROL-3-PHOSPHATE-OXIDASE-RXN
R10900	RXN-15893
R10316	RXN-13506
R07516	RXN-12722
R05383	RXN-8835
R04162	RXN-16030
R09670	RXN-23654
R01615	RXN-1101
R11659	RXN-18403
R09988	RXN-10629
R11676	RXN-16836
R03283	1.2.1.47-RXN
R00339	LTARTDEHYDRA-RXN
R03438	RXN-16042
R02661	RXN1G01-39
R03548	2.4.1.104-RXN
R00976	RXN-8646
R06228	RXN1G-1435
R12361	RXN-20100
R04094	RXN-18219
R03824	RXN-19150
R02375	ECDYSONE-O-ACYLTRANSFERASE-RXN
R10457	RXN-14420
R04474	GALACTOLIPID-O-ACYLTRANSFERASE-RXN
R09083	RXN-8771
R09717	RXN-11768
R13048	2.8.2.30-RXN
R08618	R15-RXN
R10192	RXN-13364
R02027	RXN-17737
R00966	URACIL-PRIBOSYLTRANS-RXN
R07236	TOCOPHEROL-O-METHYLTRANSFERASE-RXN
R01403	RXN-21657
R03275	BETA-LYSINE-56-AMINOMUTASE-RXN
R08903	RXN-13175
R02401	RXN-8182
R02458	D-ARGINASE-RXN
R03273	ACETYL-COA-CARBOXYLASE-PHOSPHATASE-RXN
R11525	RXN-17969
R11082	H2NTPEPIM-RXN
R08174	RXN-9626
R03224	RXN-21779
R03974	3.1.2.27-RXN
R02756	RXN-17728
R00238	RXN-14774
R04618	RXN-4762
R03981	2.4.1.74-RXN
R11011	RXN-16231
R00319	RXN-19631
R12089	RXN-19272
R03454	ALKYLACETYLGLYCEROPHOSPHATASE-RXN
R10186	RXN0-6733
R01149	D-ALANINE-GAMMA-GLUTAMYLTRANSFERASE-RXN
R03434	RXN-17493
R12979	RXN-22645
R01146	RXN-2861
R13000	RXN-22969
R06424	RXN-12840
R11688	RXN-19906
R07229	RXN0-2101
R10820	RXN-12571
R00026	RXN-13602
R02603	MHPCHYDROL-RXN
R03131	RXN-7541
R01461	RXN-20232
R03191	UDPNACETYLMURAMATEDEHYDROG-RXN
R00719	RXN0-5073
R10147	DIHYDRODIPICSYN-RXN
R07241	2.1.1.147-RXN
R00239	GLUTKIN-RXN
R11868	RXN-19014
R11657	RXN-15381
R01928	2.4.1.47-RXN
R09935	RXN-12970
R01480	3.2.1.139-RXN
R06502	5.3.3.13-RXN
R05598	RXN-863
R00834	ALDOSE-6-PHOSPHATE-REDUCTASE-NADPH-RXN
R04151	1.3.1.49-RXN
R03395	2.7.1.88-RXN
R11216	RXN-16889
R03940	METHIONYL-TRNA-FORMYLTRANSFERASE-RXN
R00026	RXN-14179
R11338	RXN-17602
R04523	RXN-19392
R09756	RXN-9490
R05391	RXN-9898
R01404	RXN-21673
R08034	1.2.7.4-RXN
R09381	RXN-17010
R10873	RXN-22504
R13105	RXN-22637
R10296	RXN-14447
R01241	ARYLESTERASE-RXN
R09420	RXN-21982
R11426	RXN-17723
R00390	RXN-19751
R02997	CHLOROGENATE-HYDROLASE-RXN
R08923	1.14.13.104-RXN
R08369	CYTOKININ-7-BETA-GLUCOSYLTRANSFERASE-RXN
R01626	RXN-20482
R09900	RXN-12836
R02447	RXN-7481
R09002	RXN-9689
R08569	RXN-10032
R02183	2.4.1.41-RXN
R09497	RXN-21815
R01370	1.1.1.222-RXN
R06826	RXN-5002
R09124	RXN-8101
R06272	RXN1F-72
R02531	ALDEHYDE-REDUCTASE-RXN
R04227	2.3.1.83-RXN
R03057	RXN66-496
R00014	RXN-7704
R11580	RXN-14314
R05414	RXN-11511
R02029	PGPPHOSPHA-RXN
R12978	RXN-22633
R07560	RXN-19134
R04266	RXN-9160
R02261	RXN0-5433
R09557	RXN-11674
R09381	RXN-17012
R11518	RXN-17427
R02558	PRUNASIN-BETA-GLUCOSIDASE-RXN
R09765	RXN-11327
R03039	ALANYLPHOSPHATIDYLGLYCEROL-SYNTHASE-RXN
R01358	ACETOACETYL-COA-HYDROLASE-RXN
R02733	N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN
R00705	RXN-2902
R08939	RXN-10024
R06076	RXN2DNV-28
R09380	RXN-16117
R02825	1.21.4.1-RXN
R06049	GLYCOGENSYN-RXN
R12233	RXN-16237
R05746	1.20.1.1-RXN
R11710	RXN-18421
R01835	RXN-23674
R02768	RXN-21690
R00342	RXN-10813
R03805	MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN
R09525	RXN-8425
R05861	RXN-8673
R02986	2-FUROATE--COA-LIGASE-RXN
R03697	RXN66-163
R01903	L-ARABINITOL-4-DEHYDROGENASE-RXN
R10439	RXN-18237
R04461	RXN-17138
R04094	RXN-1444
R09535	RXN-23198
R09470	RXN-16405
R02347	ESTRADIOL-17-ALPHA-DEHYDROGENASE-RXN
R09732	RXN-11790
R07564	RXN-8215
R08862	RXN-9010
R01698	RXN-8629
R00559	RXN-21800
R03434	RXN-7304
R06354	RXN-19784
R02013	4.2.3.16-RXN
R11775	RXN-18562
R04002	BRANCHED-CHAIN-FATTY-ACID-KINASE-RXN
R02749	D-PPENTOMUT-RXN
R00390	RXN66-484
R06211	SUCROSE-PHOSPHATASE-RXN
R12236	RXN1G-509
R04632	RXN-18297
R11241	RXN-9148
R03268	2.4.2.35-RXN
R09731	RXN-11962
R12165	RXN-19288
R08543	RXN-9476
R06045	ALPHA-13-GLUCAN-SYNTHASE-RXN
R09969	RXN-8547
R01166	RXN0-6980
R04260	MUCONOLACTONE-DELTA-ISOMERASE-RXN
R01347	ALKANE-1-MONOOXYGENASE-RXN
R11425	RXN-17512
R03868	MALEYLACETOACETATE-ISOMERASE-RXN
R00847	GLYCEROL-KIN-RXN
R09572	1.14.11.28-RXN
R09115	RXN-4882
R06808	RXN-14109
R01995	RXN0-5125
R01706	RXN-21714
R08538	2.1.1.69-RXN
R12560	RXN-21133
R00880	GDP-MANNOSE-6-DEHYDROGENASE-RXN
R12678	RXN-21494
R04022	2.3.1.100-RXN
R12416	RXN-16046
R04076	RXN-15094
R10059	RXN-13402
R03737	6-BETA-HYDROXYHYOSCYAMINE-EPOXIDASE-RXN
R07597	RXN-8650
R09702	RXN-12335
R13121	RXN-18223
R00634	RXN-6002
R03422	RXN-12057
R05151	1.3.99.16-RXN
R04437	DEOXYHYPUSINE-MONOOXYGENASE-RXN
R04317	3.1.3.14-RXN
R09710	RXN-9915
R10116	RXN-9528
R12173	RXN-10664
R07388	RXN-17741
R02581	PROSTAGLANDIN-E2-9-REDUCTASE-RXN
R01307	4-CHLOROBENZOATE-DEHALOGENASE-RXN
R09736	RXN-19667
R12692	RXN-21999
R07423	RXN-6684
R00359	D-GLUTAMATE-OXIDASE-RXN
R03875	RXN-20620
R03136	RXN-11316
R09116	RXN-9291
R11483	RXN-18127
R04591	SAICARSYN-RXN
R10635	RXN-16774
R11644	RXN-13857
R07324	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
R01596	RXN-23009
R06387	RXN-9391
R01009	2.4.1.83-RXN
R00961	RXN-14003
R10586	RXN-14528
R08970	RXN-10052
R11792	RXN-11432
R05679	1.1.1.261-RXN
R04311	ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN
R04015	CYTOCHROME-C3-HYDROGENASE-RXN
R07445	RXN-4225
R00372	GLYCINE-AMINOTRANSFERASE-RXN
R05766	RXN-5107
R00668	ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN
R00026	RXN-8036
R13014	RXN-22657
R07786	RXN-11531
R12223	RXN-20026
R12216	RXN0-7316
R13082	PHLORETIN-HYDROLASE-RXN
R04162	RXN-20535
R00390	RXN-16389
R06242	HYALURONATE-LYASE-RXN
R03261	ISOPIPERITENOL-DEHYDROGENASE-RXN
R12348	RXN-17317
R12486	RXN-20752
R10169	RXN-13752
R04328	RXN-22205
R05032	RXN-11346
R03579	N-FERULOYLGLYCINE-DEACYLASE-RXN
R01406	RXN-13267
R09753	RXN-12319
R11922	RXN-18537
R01615	CINNAMOYL-COA-REDUCTASE-RXN
R04657	RXN2G6Z-1
R07538	RXN-10671
R02530	GLYOXI-RXN
R05310	1.3.1.60-RXN
R00026	RXN-18846
R01706	RXN-9551
R05331	RXN-18439
R05032	RXN-11029
R03866	RXN-23438
R08118	3.8.1.7-RXN
R00595	RXN-11855
R04094	RXN-18227
R09381	RXN-16076
R01273	RXN-8441
R09760	RXN-11802
R04205	RXN-8694
R00457	L-LYSINE-AMINOTRANSFERASE-RXN
R05789	R229-RXN
R06025	RXN-18252
R11517	RXN-8788
R12285	RXN-19167
R12473	RXN-20014
R03264	FARNESOL-DEHYDROGENASE-RXN
R10798	RXN-15543
R01483	URONOLACTONASE-RXN
R01180	3-ETHYLMALATE-SYNTHASE-RXN
R12748	RXN-21820
R09009	GALPMUT-RXN
R06545	RXN-8204
R00392	RXN-17783
R05301	1.14.20.1-RXN
R00782	RXN-19552
R07935	RXN-19802
R03003	2.1.1.113-RXN
R02581	CARBONYL-REDUCTASE-NADPH-RXN
R03163	DARABISOM-RXN
R10794	RXN-15674
R12629	RXN-14790
R09868	RXN-12885
R04550	RXN-22245
R10616	DHDOGALDOL-RXN
R10070	RXN-13193
R09726	RXN-8344
R12024	RXN-18696
R04158	2.5.1.41-RXN
R10963	RXN-15306
R12452	RXN-20740
R02527	D-LACTALDEHYDE-DEHYDROGENASE-RXN
R05223	RXN-19304
R04027	AMINEOXID-RXN
R02030	RXN0-7012
R01202	N-ACETYLHEXOSAMINE-1-DEHYDROGENASE-RXN
R10708	RXN-14929
R05830	RXN-19923
R11336	RXN-17529
R12980	RXN-22703
R00476	GLYCOLATEDEHYDRO-RXN
R09501	DIMESULFREDUCT-RXN
R05189	RXN-17180
R01403	RXN-9635
R00827	RXN-10916
R07824	3.2.1.35-RXN
R00854	2.4.1.96-RXN
R01669	2.1.2.8-RXN
R01835	RXN-23679
R11211	RXN-17347
R11921	RXN-19051
R08220	RXN18C3-61
R05209	RXN-19280
R12736	RXN-21513
R08174	RXN-16063
R10615	RXN-15115
R11519	RXN-17486
R05744	6.2.1.34-RXN
R10225	RXN-8678
R03925	ALLANTOIN-RACEMASE-RXN
R10344	RXN-12356
R04247	2.7.7.14-RXN
R11617	RXN-9509
R11601	RXN-18240
R01175	RXN-10706
R03704	2.1.1.74-RXN
R00008	RXN-12074
R00666	1.5.1.24-RXN
R11950	RXN-10449
R10802	RXN-15555
R11975	RXN-18883
R01625	HOLO-ACP-SYNTH-RXN
R08919	RXN-9948
R09497	RXN-11236
R07513	RXN-8220
R11447	RXN-17620
R12631	RXN-21312
R00491	ASPARTATE-RACEMASE-RXN
R05154	1.14.13.62-RXN
R11536	RXN-17770
R03024	4-NITROPHENYLPHOSPHATASE-RXN
R01836	RXN-22016
R07760	RXN-14485
R02481	D-TRYPTOPHAN-N-ACETYLTRANSFERASE-RXN
R12931	RXN-22426
R03497	SEQUOYITOL-DEHYDROGENASE-RXN
R01027	CHOLINE-SULFOTRANSFERASE-RXN
R04994	RXN-7569
R02828	R313-RXN
R07706	RXN-16794
R04648	2.4.99.2-RXN
R00782	RXN-12729
R00582	RXN0-5114
R10867	RXN-14021
R10496	RXN-14344
R05632	RXN-10079
R06954	1.1.1.288-RXN
R00695	2.6.1.70-RXN
R04040	ALPHA-PINENE-OXIDE-DECYCLASE-RXN
R12380	RXN-17321
R12664	RXN-21855
R01403	RXN-16620
R06803	2.4.1.116-RXN
R12969	RXN66-586
R06620	RXN0-6373
R00302	PYRANOSE-OXIDASE-RXN
R09827	PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN
R11172	RXN-15086
R00627	RXN-9192
R00264	RXN-20649
R09646	3.5.1.97-RXN
R02053	RXN-20552
R12290	RXN-18732
R03553	KERATAN-SULFOTRANSFERASE-RXN
R12928	RXN-21733
R07167	TAURINE-DEHYDROGENASE-RXN
R09771	RXN-11365
R02560	1.7.2.3-RXN
R01383	RXN-19358
R06464	RXN-15101
R06134	UREASE-RXN
R00102	NADNUCLEOSID-RXN
R00551	RXN-34
R07760	RXN-20346
R06541	RXN-10693
R05313	1.3.1.66-RXN
R07002	GSHTRAN-RXN
R09327	RXN-16270
R07163	1.3.99.23-RXN
R10243	METHCOCLTH-RXN
R03901	RXN-8909
R07935	RXN-14778
R00306	3.2.1.74-RXN
R04987	RXN-18459
R04484	RXN-15208
R03863	RXN-23456
R01298	4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN
R11054	RXN-12186
R10080	RXN-21287
R03824	RXN1F-151
R10845	RXN-14469
R04598	RXN-8460
R01594	ARACHIDONATE-8-LIPOXYGENASE-RXN
R00875	RXN-11825
R01234	35-CYCLIC-GMP-PHOSPHODIESTERASE-RXN
R01781	LACTALDREDUCT-RXN
R05110	RXN-18270
R04653	2.4.1.143-RXN
R10466	RXN-14457
R11463	RXN-9030
R03574	FLAVONE-7-O-BETA-GLUCOSYLTRANSFERASE-RXN
R04472	RXN-9721
R11843	RXN-17161
R02302	4.3.1.4-RXN
R01181	RXN-18585
R11555	RXN-14379
R09252	RXN-21842
R00238	RXN-17799
R03840	POLYNUCLEOTIDE-5-HYDROXYL-KINASE-RXN
R13128	3-KETOGLUCOSIDASE-RXN
R12308	RXN-19820
R12514	RXN-19568
R00891	RXN66-534
R01905	DEHYDRO-L-GULONATE-DECARBOXYLASE-RXN
R00014	RXN0-1134
R02396	CARNITINE-O-ACETYLTRANSFERASE-RXN
R06132	RXN-14987
R09470	RXN-16551
R03359	SYNEPHRINE-DEHYDRATASE-RXN
R02929	RXN-12905
R09975	RXN-8564
R12969	RXN-22900
R01346	2.6.1.14-RXN
R03458	RIBOFLAVINSYNREDUC-RXN
R04160	MANDELATE-DEHYDROGENASE-RXN
R02512	TRIMETHYLAMINE-OXIDE-ALDOLASE-RXN
R11173	RXN-19323
R10236	RXN-15323
R04519	RXN-11350
R10402	RXN-9494
R08195	RXN-9702
R01569	AMP-DEPHOSPHORYLATION-RXN
R10559	RXN-7894
R01584	N-METHYLALANINE-DEHYDROGENASE-RXN
R10761	RXN-14946
R03663	THREONINE--TRNA-LIGASE-RXN
R07760	RXN-20334
R12377	RXN-21829
R01562	RXN-14126
R00835	GLU6PDEHYDROG-RXN
R11812	RXN-17547
R00466	GLYOXYLATE-OXIDASE-RXN
R07459	RXN-11361
R01296	1.14.13.33-RXN
R05429	RXN-9853
R03427	RXN-10939
R07158	RXN-21607
R01946	2.3.1.126-RXN
R06747	RXN-19070
R01461	RXN-15132
R07308	RXN-6264
R02661	RXN-11734
R03722	RXN-8698
R10560	RXN-12393
R01528	6PGLUCONDEHYDROG-RXN
R11875	RXN-18258
R00782	RXNQT-4319
R10795	RXN-23561
R10836	RXN-14700
R02742	1.6.4.9-RXN
R13058	RXN-11680
R00238	RXN-17787
R03315	PSEUDOURIDINE-KINASE-RXN
R12520	RXN-20744
R06530	4.1.1.81-RXN
R07262	RXN-9311
R11894	DCDPKIN-RXN
R04671	RXN-11884
R03745	+-SABINOL-DEHYDROGENASE-RXN
R03626	RXN-23029
R05607	SORB6PDEHYDROG-RXN
R00034	RXN-19245
R04094	RXN-11183
R01207	N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN
R00018	2.5.1.45-RXN
R01911	RXN-14046
R07767	RXN-14959
R06376	RXN-9425
R05223	RXN-19308
R12666	RXN-9754
R11627	RXN-8060
R07416	AMINOBENZCOALIG-RXN
R03022	1.1.1.99-RXN
R00406	RXN-14933
R08052	RXN-4305
R04149	GLYCOPROTEIN-PHOSPHOLIPASE-D-RXN
R00026	RXN-5341
R00338	OXALOACETASE-RXN
R01565	RXN-22707
R08939	RXN-10023
R10330	RXN-14236
R10770	RXN-17650
R07806	RXN-11568
R05035	QUERCETIN-3-O-METHYLTRANSFERASE-RXN
R01569	RXN-7609
R00747	PHOSPHONOACETALDEHYDE-HYDROLASE-RXN
R00308	3.2.1.39-RXN
R04100	RXN-18751
R03378	HYDROXYLYSINE-KINASE-RXN
R04519	RXN-22556
R00083	RXN-17351
R00082	RXN1YI0-22
R00145	L-AMINO-ACID-DEHYDROGENASE-RXN
R07161	RXN-23388
R10563	RXN-11382
R05223	COBALAMINSYN-RXN
R09473	NICOTINATE-DEHYDROGENASE-RXN
R00627	RXN-12362
R11958	RXN-18566
R12708	RXN-16703
R07062	RXN-12758
R02932	RXN-3581
R01228	GUANOSINEKIN-RXN
R09254	RXN3O-4157
R07169	1.5.1.31-RXN
R11595	RXN-9315
R05100	RXN-11050
R10942	RXN-16292
R11847	RXN-18887
R12612	RXN-21316
R10227	RXN-8683
R02468	--LIMONENE-6-MONOOXYGENASE-RXN
R02789	2.4.1.163-RXN
R00726	4.1.1.32-RXN
R07034	RXN-23474
R04139	RXN-17396
R12416	RXN-14491
R10006	RXN-8551
R04548	RXN-18244
R00389	RXN-19185
R10467	RXN-11849
R05227	R342-RXN
R01367	MALONATE-SEMIALDEHYDE-DEHYDRATASE-RXN
R05911	RXN-18288
R04078	WATASEMIA-LUCIFERIN-2-MONOOXYGENASE-RXN
R01089	LEUCINE-N-ACETYLTRANSFERASE-RXN
R01403	RXN-10661
R00238	RXN-2006
R01569	RXN-14025
R12591	RXN-20139
R00477	OXALOMALATE-LYASE-RXN
R06138	FORMIMINOASPARTATE-DEIMINASE-RXN
R02134	THIKIN-RXN
R07761	RXN-13309
R03954	RXN-21859
R00429	GDPPYPHOSKIN-RXN
R08784	RXN-13136
R04328	RXN-20435
R09777	RXN-5183
R04093	RXN-19838
R10062	RXN-13406
R00392	RXN-17775
R00130	DEPHOSPHOCOAKIN-RXN
R12514	RXN-19587
R02083	HYDROXYMETHYLGLUTARYL-COA-HYDROLASE-RXN
R07653	RXN-12224
R05520	RXN-12924
R02426	CDP-GLUCOSE-46-DEHYDRATASE-RXN
R01982	RXN-19792
R08808	RXN-11224
R01834	RXN-13682
R07738	RXN-18736
R01731	2.6.1.57-RXN
R03702	RXN-20777
R03394	3.1.3.56-RXN
R01896	D-XYLULOSE-REDUCTASE-RXN
R12026	RXN-19351
R00682	TRYPTOPHANAMIDASE-RXN
R02418	3.4.19.12-RXN
R00085	APYRASE-RXN
R06228	RXN1G-1438
R03004	NADPYROPHOSPHAT-RXN
R02964	RXN-19671
R10591	RXN-14978
R07930	RXN-7945
R05105	RXN-17203
R07760	RXN-20350
R01761	RXN-22738
R06746	RXN1A0-6104
R09738	RXN-11726
R11172	RXN-15161
R00428	GTP-CYCLOHYDRO-I-RXN
R10704	RXN-17567
R01332	3.2.1.78-RXN
R06153	2.4.99.6-RXN
R11335	RXN0-5268
R02656	RXN-16945
R11146	RXN-17387
R04372	RXN-10959
R10968	RXN-15419
R05223	RXN-19296
R02683	RXN-22270
R05331	2.3.1.156-RXN
R04281	RXN-8810
R07760	RXN-16096
R03232	RXN-15152
R00599	TRNA-ADENINE-N6--METHYLTRANSFERASE-RXN
R02385	RXN-8714
R06960	RXN-8040
R02555	ALTRO-OXIDOREDUCT-RXN
R09693	RXN-12410
R11583	RXN-21548
R11875	RXN-18376
R03208	RXN-10470
R03490	RXN-18274
R09632	RXN-10755
R08939	2.3.1.184-RXN
R01150	RXN-23257
R10572	RXN-14920
R05717	1.8.4.9-RXN
R10526	RXN-14718
R13128	RXN-23373
R12479	RXN-18917
R01834	RXN-12124
R11448	RXN-17638
R03977	RXN-21345
R08247	RXN-15710
R00264	RXN-17808
R02232	4.1.3.35-RXN
R12342	RXN-19824
R13176	TRANS-RXN0-277
R10649	RXN-14531
R11036	RXN-17096
R05167	3.5.1.79-RXN
R02294	DEOXYADENPHOSPHOR-RXN
R09615	RXN-11905
R00362	CITLY-RXN
R05202	RXN-7163
R10818	RXN-14364
R01415	RXN-11209
R02131	STEROID-17-ALPHA-MONOOXYGENASE-RXN
R08220	RXN-10767
R01712	2.6.1.30-RXN
R10769	RXN-12746
R12956	RXN-14065
R04148	DMBPPRIBOSYLTRANS-RXN
R08981	RXN-9779
R00162	2.7.11.25-RXN
R02985	AMYGDALIN-BETA-GLUCOSIDASE-RXN
R09078	RXN-11032
R01713	PYROXALTRANSAM-RXN
R07039	RXN-14952
R06258	RXN-5466
R04059	1.10.1.1-RXN
R03513	2.4.1.147-RXN
R11090	RXN8J2-140
R01929	2.7.8.10-RXN
R04657	TETRAACYLDISACC4KIN-RXN
R07234	RXN-11635
R06464	RXN-15106
R12067	RXN-9228
R12105	RXN-19428
R04734	RXN-13908
R00022	RXN0-5226
R11866	RXN-18768
R01624	RXN3O-5304
R00036	PORPHOBILSYNTH-RXN
R12270	RXN-20054
R04297	1.97.1.2-RXN
R00289	UTPHEXPURIDYLYLTRANS-RXN
R10666	RXN-12345
R02566	BADH-RXN
R03452	RXN-4505
R02243	ACONITATE-DECARBOXYLASE-RXN
R07483	RXN66-306
R07758	RXN-20379
R07706	RXN-3661
R07935	RXN-14794
R05317	1.4.3.17-RXN
R06783	HCAMULTI-RXN
R04303	1.6.6.12-RXN
R10278	RXN-13612
R00083	RXN-16312
R08936	RXN-9775
R11987	RXN-18903
R07013	3.3.2.9-RXN
R01680	RXN-22811
R12946	RXN-21333
R13090	RXN-23776
R09480	RXN-11335
R04200	RXN-18499
R12479	RXN-18924
R07650	4.1.1.86-RXN
R09591	RXN1G-121
R00999	RXN-18602
R10116	RXN-21626
R09304	RXN-11890
R11581	RXN0-262
R02673	4-HYDROXYMANDELATE-OXIDASE-RXN
R01768	RXN-8751
R07865	RXN-8500
R05977	RXN-18306
R11170	TRANS-RXN-155B
R05189	RXN-17184
R10486	RXN-14475
R00272	RXN-7774
R01451	RXN66-323
R10189	RXN-15632
R10303	FUC4NACTRANS-RXN
R02566	RXN-9758
R01293	RXN-8583
R00681	RXN-5421
R12220	RXN-19878
R05825	3.1.1.78-RXN
R03464	MCHMBARK-RXN
R01383	RXN66-83
R00451	DIAMINOPIMDECARB-RXN
R12514	RXN-19603
R12315	RXN-20177
R08409	RXN1YI0-20
R11796	RXN-10453
R00850	2.7.1.142-RXN
R02636	UDP-GALACTURONATE-DECARBOXYLASE-RXN
R00301	GLUCOSE-1-DEHYDROGENASE-NADP+-RXN
R11981	RXN-19373
R05727	1.14.13.67-RXN
R06541	RXN-9725
R00832	ARGININE-N-SUCCINYLTRANSFERASE-RXN
R09682	RXN-7974
R07760	RXN-13444
R07946	NICOTINE-DEHYDROGENASE-RXN
R02279	4.2.1.41-RXN
R01496	RXN-20367
R12741	RXN-21846
R11897	RXN-17583
R04707	2.1.1.119-RXN
R04455	H2-METHYLENE-THMPT-DEHYDRO-RXN
R04606	RXN-22484
R04948	RXN-13598
R03421	3.5.1.26-RXN
R09069	RXN-7678
R06518	CERAMIDASE-RXN
R01193	3.1.4.44-RXN
R08057	RXN0-5359
R11146	RXN-12687
R04230	RXN66-555
R11539	RXN-17406
R05777	RXN-10976
R00390	RXN-21443
R05330	2.3.1.176-RXN
R07760	RXN-16113
R09470	RXN-16555
R11171	RXN-15171
R02301	5-FORMYL-THF-CYCLO-LIGASE-RXN
R12385	RXN-19699
R06116	RXN-8731
R09484	RXN-11707
R10587	RXN-14540
R03490	RXN-18294
R02862	PYRIDINE-N-METHYLTRANSFERASE-RXN
R04907	RXN-10778
R01768	RXN0-901
R02933	14-LACTONASE-RXN
R11127	RXN-15619
R07013	RXN-18934
R08666	RXN-18165
R06805	RXN-8290
R12673	RXN-21362
R12580	RXN-20762
R08243	RXN0-1602
R09842	RXN-10000
R12238	RXN-23117
R12494	RXN-19842
R10497	RXN-14549
R07063	RXN-17112
R04368	RXN-12826
R01856	DGTPTRIPHYDRO-RXN
R04786	RXN-11355
R07678	RXN-22065
R11153	RXN-15454
R03434	RXN-7241
R05032	NACGLCTRANS-RXN
R02228	STREPTOMYCIN-6-PHOSPHATASE-RXN
R05152	RXN-14153
R01489	RXN-8088
R01375	2.6.1.64-RXN
R12290	RXN-14085
R07760	RXN-20338
R10241	RXN-9454
R01596	ARACHIDONATE-12-LIPOXYGENASE-RXN
R01624	RXN3O-5293
R00685	RXN66-221
R01134	GMP-REDUCT-RXN
R06870	RXN-5647
R05718	1.13.11.45-RXN
R01884	CREATININASE-RXN
R12967	RXN-22742
R07674	RXNQT-4142
R09397	RXN-21088
R01778	RXN-14271
R01459	RXN-12778
R10473	RXN-9244
R03411	RXN1G-2544
R01624	RXN66-614
R10116	RXN-16626
R10003	R545-RXN
R01569	RXN0-5292
R10784	3.2.1.64-RXN
R11828	RXN-18790
R02824	PRODISULFREDUCT-RXN
R04907	RXN-11067
R02596	RXN-22274
R11804	RXNQT-4338
R08661	2.4.1.195-RXN
R04393	RXN-15158
R04031	O-SUCCINYLBENZOATE-COA-SYN-RXN
R09716	RXN-12414
R01496	RXN-20395
R10978	RXN-3963
R09647	RXN-10759
R01160	HISTIDINE-N-ACETYLTRANSFERASE-RXN
R01320	RXN4FS-2
R03852	NUCLEOSIDE-RIBOSYLTRANSFERASE-RXN
R11230	RXN-16361
R04378	ADENPRIBOSYLTRAN-RXN
R02167	MANNITOL-1-PHOSPHATASE-RXN
R08787	RXN-8701
R12238	RXN-18515
R03043	1.1.1.150-RXN
R10527	RXN-14821
R05771	4.2.1.103-RXN
R12722	RXN-16726
R07350	RXN-14535
R02120	RXN-20158
R06076	RXN-18261
R05815	RXN-8769
R02620	LONG-CHAIN-FATTY-ACYL-COA-REDUCTASE-RXN
R13093	R542-RXN
