R01776	HOMOSERINE-O-ACETYLTRANSFERASE-RXN
R10226	RXN-8679
R02700	RXN-14685
R10117	RXN-21698
R08863	RXN-9011
R02531	RXN-12078
R10906	PALMITOTRANS-RXN
R01624	RXN66-648
R06058	LAMINARIBIOSE-PHOSPHORYLASE-RXN
R04206	2PGADEHYDRAT-RXN
R12257	RXN-18563
R00524	FORMAMIDASE-RXN
R12478	RXN-19540
R13117	RXN-23549
R09059	RXN-8785
R08919	RXN-9949
R11025	RXN-18661
R07760	RXN-13303
R11271	RXN-13125
R01492	BTUR2-RXN
R03747	3-OXOLAURATE-DECARBOXYLASE-RXN
R04567	RXN-20789
R12514	RXN-19581
R09394	RXN-8340
R11330	RXN-17771
R02207	RXN-22017
R04089	CATECHOL-2-3-DIOXYGENASE-RXN
R07668	RXN-22572
R03868	MALEYLPYRUVATE-ISOMERASE-RXN
R03431	DIIODOPHENYLPYRUVATE-REDUCTASE-RXN
R00679	TRYPTOPHAN-2-MONOOXYGENASE-RXN
R12317	RXN-20136
R02482	D-TRYPTOPHAN-N-MALONYLTRANSFERASE-RXN
R00588	SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN
R06801	RXN-15335
R02444	RXN-7922
R10660	RXN-15295
R11894	GDPKIN-RXN
R03005	2.7.7.1-RXN
R07706	RXN-16795
R01404	RXN-9515
R10813	DNA-DIRECTED-RNA-POLYMERASE-RXN
R12629	RXN-7835
R03950	RXN-13403
R00490	ASPARTASE-RXN
R12914	RXN-22459
R12715	RXN-21398
R10156	RXN-12658
R01166	RXN0-6985
R04590	2.4.99.3-RXN
R01185	RXN-10953
R04722	2.3.1.149-RXN
R11329	RXN-17518
R03496	3.1.3.40-RXN
R09032	RXN-7741
R07346	1.1.1.289-RXN
R09400	RXN-20710
R10757	RXN-19668
R03882	ALPHA-SANTONIN-12-REDUCTASE-RXN
R11258	RXN-17133
R03656	ISOLEUCINE--TRNA-LIGASE-RXN
R11730	RXN-14711
R09672	RXN-15215
R07501	RXN-14917
R09808	RXN-12112
R00908	RXN-2301
R08868	RXN-10827
R11441	RXN-9993
R03908	2-METHYLENEGLUTARATE-MUTASE-RXN
R05323	2.1.1.82-RXN
R10720	RXN-15414
R03360	PHOSPHATIDYLINOSITOL-DEACYLASE-RXN
R10116	RXN-23642
R06560	RXN-7141
R01931	RXN-19040
R06131	4.3.1.20-RXN
R02542	SPHINGOMYELIN-PHOSPHODIESTERASE-D-RXN
R06134	CHEBDEAMID-RXN
R12214	RXN0-7317
R06376	RXN-9434
R01732	RIBOFLAVINASE-RXN
R03934	6-HYDROXYMELLEIN-O-METHYLTRANSFERASE-RXN
R11562	RXN-17634
R11382	RXN-17335
R03645	1.1.4.1-RXN
R10446	RXN-14123
R12634	RXN-21052
R06758	RXN-14671
R05330	RXN-9850
R02822	RXN-22220
R04350	MIMOSINASE-RXN
R03751	RXN-14247
R10116	RXN-16630
R09679	RXN-11585
R02593	CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN
R07224	RXN-6242
R06461	RXN-15102
R02379	RXN-3422
R02294	PNP-RXN
R01624	RXN-21722
R08527	RXN-20578
R11690	RXN-13808
R04358	RNA-POLYMERASE-SUBUNIT-KINASE-RXN
R01867	RXN-9929
R06582	RXN-1103
R11191	RXN-16271
R07738	RXN-3602
R12067	RXN3O-75
R05970	2.4.1.141-RXN
R01559	OXALATE-COA-TRANSFERASE-RXN
R02208	1.3.99.5-RXN
R03274	2.7.11.15-RXN
R02208	RXN-22005
R00494	RXN-13675
R03790	RXN-15840
R13038	RXN-22663
R12426	RXN-13032
R00610	SARCOX-RXN
R12785	RXN1YI0-11
R01238	4-HYDROXYBENZOATE-DECARBOXYLASE-RXN
R06134	RXN-20069
R10265	RXN-16779
R07935	RXN-14791
R10555	RXN-8801
R12336	RXN-20237
R02003	FPPSYN-RXN
R02396	RXN-18368
R01403	RXN-21620
R07758	RXN-13322
R06387	RXN-9396
R00875	RXN-11826
R11996	LACTATE-2-MONOOXYGENASE-RXN
R11271	RXN-13148
R04611	3.4.17.8-RXN
R10116	RXN-9536
R09375	RXN-10057
R12087	RXN-19597
R06023	CELLULOSE-SYNTHASE-UDP-FORMING-RXN
R11169	RXN0-2522
R05689	1.1.1.268-RXN
R04526	FLAVONE-APIOSYLTRANSFERASE-RXN
R10343	RXN-8807
R01923	RXN-18371
R12566	RXN-21006
R07758	RXN-13294
R00694	TYROSINE-AMINOTRANSFERASE-RXN
R10898	RXN-15707
R00085	RXN-14201
R07347	RXN-7965
R00911	RXN-19942
R12740	RXN-21843
R04367	3-KETOVALIDOXYLAMINE-C-N-LYASE-RXN
R12515	RXN-17577
R03216	DISULFOGLUCOSAMINE-6-SULFATASE-RXN
R13003	RXN-22476
R05705	RXN-9510
R01512	PHOSGLYPHOS-RXN
R12941	RXN-19570
R11889	RXN-11313
R00723	RXN-10970
R03375	2.7.7.57-RXN
R11446	RXN-10450
R12795	RXN-20540
R03295	RXN66-545
R03779	CARNITINE-O-OCTANOYLTRANSFERASE-RXN
R01514	GLY3KIN-RXN
R06310	2.3.1.166-RXN
R03438	RXN-19425
R12013	RXN-19104
R07318	BA7DEHYDRA-RXN
R02515	1.14.13.63-RXN
R02490	ITACONYL-COA-HYDRATASE-RXN
R05140	RXN-1804
R10918	RXN-15051
R01403	ENOYL-ACP-REDUCT-NADH-RXN
R10272	RXN-13762
R06134	RXN-14728
R01680	RXN-22808
R11922	RXN-18539
R03451	TRIMETHYLLYSINE-DIOXYGENASE-RXN
R13089	RXN0-1402
R00889	RXN-7771
R08665	RXN-2206
R10559	RXN-7895
R01403	RXN-22024
R12790	RXN-22422
R08941	STERYL-SULFATASE-RXN
R12941	RXN-12532
R06134	PYRAZIN-RXN
R07814	N-SULFOGLUCOSAMINE-SULFOHYDROLASE-RXN
R09569	RXN-10847
R10117	RXN-10656
R05212	2.1.1.116-RXN
R12585	RXN-20650
R10782	RXN-8890
R07761	RXN-20335
R11812	RXN-17548
R03303	1.13.11.15-RXN
R03785	TAUROCYAMINE-KINASE-RXN
R11610	RXN-18445
R01392	GLYOXYLATE-REDUCTASE-NADP+-RXN
R08717	RXN-22445
R03367	RXN-21078
R00830	5-AMINOLEVULINIC-ACID-SYNTHASE-RXN
R02628	2.7.3.9-RXN
R08941	RXN-14263
R07215	RXN-13892
R07034	RXN-23443
R10224	RXN-11624
R02289	RXN-21058
R01728	PREPHENATEDEHYDROG-RXN
R01154	RXN-0
R03434	RXN-10940
R08503	RXN-14150
R03880	RXN-8449
R03727	2.3.1.130-RXN
R13135	RXN-16978
R03774	L-RHAMNONATE-DEHYDRATASE-RXN
R06747	RXN-19071
R01252	RXN490-3641
R01403	RXN-21637
R01914	RXN-6421
R04234	RXN-21531
R11804	RXNQT-4335
R01403	RXN-9558
R03654	GLYCINE--TRNA-LIGASE-RXN
R01624	FATTY-ACID-SYNTHASE-RXN
R09707	RXN-9031
R03722	RXN-8699
R02035	6PGLUCONOLACT-RXN
R07034	RXN-23503
R01195	1.18.1.2-RXN
R01837	1.1.1.145-RXN
R04610	RXN-18259
R10608	RXN-14701
R12530	RXN-20941
R05834	LOGANATE-O-METHYLTRANSFERASE-RXN
R12112	RXN-11467
R01508	3-HYDROXYBENZOATE-2-MONOOXYGENASE-RXN
R09909	RXN-12099
R02474	PANTOTHENASE-RXN
R12789	RXN-20315
R04070	FUSARININE-C-ORNITHINESTERASE-RXN
R12456	RXN-20455
R09963	RXN-8565
R11135	RXN-13342
R04523	HYPOTAURINE-DEHYDROGENASE-RXN
R04773	RXN-16165
R00694	RXN-13697
R04161	MANDELATE-RACEMASE-RXN
R08220	CARBOXYLESTERASE-RXN
R01151	RXN-8244
R07839	RXN-9983
R05084	RXN-19621
R00392	RXN-17788
R13021	RXN-22960
R00948	GLUC1PADENYLTRANS-RXN
R12969	RXN-22889
R12793	RXN-19807
R02788	UDP-NACMURALGLDAPLIG-RXN
R07706	RXN-8825
R01451	RXN-707
R08363	GDPREDUCT-RXN
R00393	RXN-15727
R10724	RXN-15311
R09874	RXN-12892
R02866	SORBITOL-6-PHOSPHATASE-RXN
R12289	RXN-18639
R12786	RXN-22496
R05643	RXN-11184
R02333	CHITIN-DEACETYLASE-RXN
R02777	DTDPDEHYRHAMREDUCT-RXN
R03526	RXN-12698
R01543	RXN-13040
R10901	RXN0-7022
R02053	RXN-23562
R06376	RXN-9426
R03438	2.3.1.63-RXN
R09538	RXN-19504
R11534	RXN-17534
R10728	RXN-19684
R11173	RXN-19310
R01487	BENZYL-ALCOHOL-DEHYDROGENASE-RXN
R11788	RXN-18150
R00990	AMINOBENZOATE-DECARBOXYLASE-RXN
R04690	1.1.3.32-RXN
R01172	ACETALD-DEHYDROG-RXN
R10204	RXN-17959
R07445	RXN-22825
R07034	RXN-23030
R10640	RXN-14935
R11561	RXN-15251
R10954	RXN-15434
R12964	RXN-22708
R01651	RXN-7790
R03446	3.2.2.24-RXN
R02345	2.2.1.4-RXN
R11628	RXN-8061
R07812	RXN-11569
R11517	RXN-17480
R11783	RXN-761
R01050	PHOSPHORIBOKINASE-RXN
R00727	SUCCINATE--COA-LIGASE-GDP-FORMING-RXN
R00384	RXN-12559
R07034	RXN-20569
R05181	2.1.1.133-RXN
R03489	RXN-19003
R04617	6.3.2.10-RXN
R05221	COBINAMIDEKIN-RXN
R02596	RXN-17352
R06124	L-AMINO-ACID-OXIDASE-RXN
R01834	RXN-21463
R02397	1.14.11.1-RXN
R04389	5.1.3.17-RXN
R01404	RXN-21653
R09334	RXN-14689
R09810	RXN-12759
R04606	RXN-22237
R00028	RXN-14282
R10117	RXN-9655
R02687	RXN-12086
R00926	PROPIONATE--COA-LIGASE-RXN
R10322	RXN-14312
R06011	2.4.1.165-RXN
R11957	RXN-12363
R04618	RXN-3583
R00959	RXN-16999
R05444	RXN-9957
R08220	RXN-10711
R01926	RXN3O-458
R04618	RXN-4204
R00602	RXN66-1
R02042	WAX-ESTER-HYDROLASE-RXN
R05878	1.5.1.32-RXN
R10942	RXN-16293
R11009	RXN-16375
R02757	ACYLGLYCEROL-KINASE-RXN
R10757	RXN-9359
R11848	RXN-18888
R12236	RXN1G-820
R13143	RXN-23523
R02800	1.1.1.196-RXN
R04143	RXN-21317
R11806	RXN-18483
R10847	RXN-15907
R00588	SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN
R11913	RXN-12225
R00346	4.1.1.38-RXN
R01596	RXN-23475
R00461	LYSINE-23-AMINOMUTASE-RXN
R03874	PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN
R07706	RXN-16799
R02041	RXN-20508
R07758	RXN-14492
R05105	GALACTOSYLCERAMIDE-SULFOTRANSFERASE-RXN
R05146	LAUROYLACYLTRAN-RXN
R03095	INDOLEACETATE--LYSINE-LIGASE-RXN
R02806	RXN-22630
R01264	RXN0-301
R10055	RXN-13185
R02990	RXN-10085
R08782	RXN-2761
R05723	LEUCPEL-RXN
R12226	RXN-19639
R00214	1.1.1.39-RXN
R01309	RXN-16225
R13021	RXN-22977
R01982	RXN-2103
R11257	RXN-16946
R01524	RXN-18411
R10546	RXN-14026
R02285	FORMIMINOGLUTAMASE-RXN
R02259	RXN-15744
R11447	RXN-17610
R08541	RXN-8414
R11971	RXN-18798
R09797	RXN-22513
R10873	RXN-11555
R03208	RXN-10471
R02246	RXN-21862
R12208	RXN-13137
R01835	CHOLESTENONE-5-BETA-REDUCTASE-RXN
R09883	RXN-12718
R00661	PHOSPHOENOLPYRUVATE-MUTASE-RXN
R04523	1.14.13.8-RXN
R10102	RXN-13067
R09778	RXN-5184
R01351	3.1.1.23-RXN
R02084	2.8.3.13-RXN
R04011	2.3.2.1-RXN
R00857	RXN-20557
R12353	RXN-19522
R12514	RXN-19588
R07560	RXN-19143
R02394	BILIRUBIN-OXIDASE-RXN
R05168	3.5.1.80-RXN
R09198	RXN-17976
R00855	CDP-GLYCEROL-PYROPHOSPHATASE-RXN
R01553	ACETONE-CYANHYDRIN-LYASE-RXN
R09290	RXN-11242
R10789	RXN-13783
R10818	RXN-14365
R03489	RXN-15271
R11609	RXN-7811
R09838	RXN0-2042
R02768	RXN-21669
R06794	RXN-3481
R01246	PYRROLINE-2-CARBOXYLATE-REDUCTASE-RXN
R11397	RXN-17502
R01745	TSA-REDUCT-RXN
R11528	RXN-9787
R02961	2.1.1.72-RXN
R01682	SULFINOALANINE-DECARBOXYLASE-RXN
R06525	RXN3O-1380
R03722	TETRAHYDROBERBERINE-OXIDASE-RXN
R02124	RXN-12581
R03916	RXN-23017
R06625	RXN-16276
R01793	RXN-13909
R01586	2.1.1.21-RXN
R00416	NAG1P-URIDYLTRANS-RXN
R07320	RXN-7946
R03306	1.14.12.9-RXN
R03901	RXN-8916
R07271	RXN-4509
R03748	RXN-21484
R07761	RXN-20351
R12626	RXN-21141
R09284	5.4.4.3-RXN
R11955	RXN-18466
R00425	GTP-CYCLOHYDRO-II-RXN
R10702	RXN-17568
R03222	PROTOPORGENOXI-RXN
R11156	RXN-15799
R05391	RXN-9905
R02387	RXN-13870
R10988	RXN-8472
R12160	RXN-18606
R01837	RXN-21988
R04372	RXN-10960
R07489	RXN-4243
R05247	RXN-664
R09098	RXN-8096
R03240	LACTOSE-6-PHOSPHATE-ISOMERASE-RXN
R03693	S-2-METHYLMALATE-DEHYDRATASE-RXN
R05332	2.3.1.157-RXN
R00390	RXN-16401
R00081	NITRITE-REDUCTASE-CYTOCHROME-RXN
R02248	POLYNUCLEOTIDE-3-PHOSPHATASE-RXN
R12261	RXN-20044
R07761	RXN-16097
R11934	RXN-19093
R11775	RXN-18557
R09646	RXN-10042
R12289	RXN1UA-47
R13103	RXN-23540
R09687	RXN-8584
R03592	1.1.1.247-RXN
R02385	RXN-8715
R03298	RXN-20986
R03369	MELILOTATE-3-MONOOXYGENASE-RXN
R07759	RXN-13298
R04632	RXN-18275
R00343	MALATE-DEHYDROGENASE-NADP+-RXN
R06784	PHENPRODIOLDEHYDROG-RXN
R01799	RXN-20524
R08891	RXN-13119
R00460	RXN-23259
R10529	RXN-14719
R01221	GCVMULTI-RXN
R00267	ISOCITDEH-RXN
R07668	RXN-22568
R11786	RXN-15952
R06872	RXN-13736
R10073	RXN-13397
R01294	3-OH-BENZALDEHYDE-DEHYDROG-NADP+-RXN
R01520	GLUCOSE-1-DEHYDROGENASE-RXN
R02113	RXN-12125
R00149	RXN-13202
R10116	RXN1G-157
R00494	RXN-19574
R07761	RXN-13445
R04495	RXN2DNV-33
R11372	RXN-17809
R03059	RXN-23004
R04373	3.1.4.45-RXN
R11214	RXN-17097
R02822	RXN-23426
R08218	RXN0-2161
R04267	DEOXYADENYLATE-KINASE-RXN
R06746	RXN-19068
R01588	1.5.8.1-RXN
R03688	L-FUCONATE-HYDRATASE-RXN
R02832	TROPINE-DEHYDROGENASE-RXN
R12388	RXN-19700
R07446	RXN-717
R12473	RXN-20003
R01714	CHORISMATE-SYNTHASE-RXN
R01469	ETHANOLAMINE-OXIDASE-RXN
R09860	RXN-12738
R02130	STEROID-21-MONOOXYGENASE-RXN
R04398	RXN-15525
R09244	RXN-11023
R10116	RXN-21686
R01067	2TRANSKETO-RXN
R04519	2.4.1.129-RXN
R12629	RXN-7911
R02200	2.6.1.32-RXN
R12478	RXN-19541
R10117	RXN0-2144
R00034	RXN-19244
R01172	BUTANAL-DEHYDROGENASE-RXN
R07013	RXN-19328
R06387	RXN-9440
R11612	RXN-18006
R02914	UROCANATE-HYDRATASE-RXN
R00324	ACETYLPYRUVATE-HYDROLASE-RXN
R00668	RXN-17554
R05196	AMYLOMALT-RXN
R07935	RXN-14786
R10765	RXN-15296
R00155	RXN-12198
R01489	RXN-8089
R07039	RXN-14953
R00060	1.10.3.7-RXN
R04100	RXN-7836
R01166	RXN0-6987
R10162	RXN-12653
R01203	RXN-22726
R11522	RXN-17519
R11578	RXN-17175
R12764	RXN-22108
R02922	CREATININE-DEAMINASE-RXN
R00827	RXN-10906
R10319	RXN-9502
R04514	2.3.1.135-RXN
R01720	RXN-7637
R03456	2.1.1.83-RXN
R01085	RXN-10445
R12068	RXN-19041
R04708	1.14.13.57-RXN
R02749	PPENTOMUT-RXN
R08161	RXN-8389
R03567	6-METHYLSALICYLATE-DECARBOXYLASE-RXN
R13092	R541-RXN
R00601	RXN0-5144
R07633	RXN-11691
R05349	9-FLUORENOL-DEHYDROGENASE-RXN
R01153	PUTRESCINE-N-METHYLTRANSFERASE-RXN
R10965	RXN-9931
R07411	RXN-20645
R10658	RXN-14705
R01547	ADENYL-KIN-RXN
R03830	RXN-15138
R01751	TARTRATE-DECARBOXYLASE-RXN
R01838	RXN-22006
R10539	RXN-14822
R01100	RXN-12398
R00264	RXN-37
R09381	RXN-17024
R03594	SCOPOLETIN-GLUCOSYLTRANSFERASE-RXN
R09668	RXN-12241
R10265	RXN-16780
R06117	RXN-9397
R02769	RXN-9988
R12927	RXN-22585
R02999	1.6.99.12-RXN
R03459	RXN-10058
R05196	RXN-9023
R05075	RXN2DNV-7
R05690	1.1.1.269-RXN
R11775	RXN-18574
R11987	RXN-18904
R10460	RXN-8953
R10935	RXN-15946
R00145	RXN-18500
R08840	RXN-11537
R06040	MALTOSE-PHOSPHORYLASE-RXN
R01818	PHOSMANMUT-RXN
R12508	RXN-20148
R10422	RXN-710
R03081	4.1.2.18-RXN
R02268	RXN-23492
R12795	RXN-20541
R02007	GERANYL-DIPHOSPHATE-CYCLASE-RXN
R06228	RXN1G-1437
R04327	JUGLONE-3-MONOOXYGENASE-RXN
R01914	SPERMIDINE-DEHYDROGENASE-RXN
R10273	RXN-13763
R03434	3.1.3.72-RXN
R09672	RXN-11891
R09767	RXN2G6Z-3
R07230	RXN-10605
R11483	RXN-18142
R10117	RXN-21703
R09280	RXN-8891
R07039	RXN-23025
R01306	1.14.99.15-RXN
R02704	TRANS-RXN-156
R00236	RXN-18446
R10763	RXN-15429
R00073	RXN-23445
R02715	1.1.3.37-RXN
R02084	RXN-14051
R03163	FUCISOM-RXN
R06747	RXN-15780
R02160	RXN-8450
R06601	3.5.2.17-RXN
R10051	RXN-13332
R03772	L-RHAMNONO-14-LACTONASE-RXN
R07175	COA-DISULFIDE-REDUCTASE-NADH-RXN
R11871	RXN-14242
R01624	FATTY-ACYL-COA-SYNTHASE-RXN
R12248	RXN-19754
R09736	RXN-11046
R09618	RXN-11575
R00681	RXN-5422
R08970	3.1.1.81-RXN
R01628	3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN
R10850	2.4.1.157-RXN
R00782	RXN-19558
R10716	RXN-11634
R02505	PINOSYLVIN-SYNTHASE-RXN
R04292	QUINOLINATE-SYNTHA-RXN
R09536	RXN6666-2
R00494	RXN-19604
R05510	CARBOXYMETHYLENEBUTENOLIDASE-RXN
R03031	VINYLACETYL-COA-DELTA-ISOMERASE-RXN
R04174	ACYL-LYSINE-DEACYLASE-RXN
R09370	THIOETHER-S-METHYLTRANSFERASE-RXN
R12969	RXN-22890
R10340	RXN-22948
R00303	RXN-15312
R02768	RXN-9523
R06980	RXN-9592
R03881	UDP-GLUCOSAMINE-EPIMERASE-RXN
R08873	RXN-17199
R01624	RXN-10062
R12969	RXN-3590
R12662	RXN-15364
R00022	RXN-12625
R10593	RXN-9567
R07205	RXN-7976
R09076	RXN-10464
R03390	2.3.1.101-RXN
R05877	1.14.13.75-RXN
R11065	RXN-16300
R00794	NITRATE-REDUCTASE-NADH-RXN
R01344	D-ALANINE-AMINOTRANSFERASE-RXN
R12663	RXN-21520
R11199	RXN-16472
R02543	RXN-20368
R11897	RXN-17584
R10517	RXN-14690
R04422	ALDOSE-BETA-FRUCTOSYLTRANSFERASE-RXN
R11807	RXN-18487
R03504	H2NEOPTERINALDOL-RXN
R04657	RXN-22485
R04509	PYRIMSYN3-RXN
R12807	TEICHOICSYN5-RXN
R06518	CERAMIDASE-YEAST-RXN
R00705	RXN-9958
R08762	RXN-17067
R12956	3.2.2.10-RXN
R11146	RXN-12688
R02294	RXN-7001
R00264	RXN66-3
R05777	RXN-10977
R00586	SERINE-O-ACETTRAN-RXN
R07769	RXN0-947
R07706	RXN-16800
R04256	LEUKOTRIENE-E4-20-MONOOXYGENASE-RXN
R10008	RXN-8601
R09621	2.3.1.177-RXN
R00829	RXN-10086
R03697	RXN66-597
R03174	2.3.1.168-RXN
R04770	METHIONINE-GAMMA-LYASE-RXN
R07761	RXN-16114
R12013	RXN-19114
R02032	1.1.1.43-RXN
R05442	RXN-8579
R00758	MANNPDEHYDROG-RXN
R08060	FORMYLMETHANOFURAN-DEHYDROGENASE-RXN
R12674	RXN-20205
R07626	RXN-8732
R09904	RXN-12839
R01961	GLUCOSAMINE-KINASE-RXN
R05110	RXN-18295
R00208	PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN
R09593	RXN-13440
R05712	RXN-18605
R02053	RXN-20558
R11337	KETOGLUTREDUCT-RXN
R07388	3.1.4.39-RXN
R02053	RXN-23573
R04146	3.1.1.58-RXN
R01779	RXN-13279
R12385	RXN-19695
R07404	RXN0-742
R12514	RXN-19592
R00801	3.2.1.10-RXN
R07481	RXN3O-178
R06806	RXN-8291
R08666	RXN-18161
R11185	RXN-16279
R02365	CELLOBIOSE-DEHYDROGENASE-ACCEPTOR-RXN
R08243	RXN0-1603
R10927	RXN-10737
R11637	RXN-18467
R10231	RXN-13996
R09604	RXN-8084
R12494	RXN-19844
R01175	RXN-17113
R12777	RXN-19447
R12858	RXN-20040
R03709	COUMARATE-REDUCTASE-RXN
R09757	RXN-8473
R09821	RXN-12773
R13010	LACTOSE-DEHYDRO-RXN
R04770	RXN-11063
R02385	TYRAMINE-N-FERULOYLTRANSFERASE-RXN
R12269	RXN-20045
R06828	2.4.1.191-RXN
R05705	FMNREDUCT-RXN
R01404	RXN-9542
R07759	RXN-13299
R03820	STRICTOSIDINE-BETA-GLUCOSIDASE-RXN
R10096	RXN-13121
R07234	RXN0-6515
R00192	ADENOSYLHOMOCYSTEINASE-RXN
R10868	RXN-7953
R06800	RXN-8139
R02219	3-OXO-5-BETA-STEROID-4-DEHYDROGENASE-RXN
R04029	2.6.1.65-RXN
R02866	RXN-14817
R12941	RXN-19576
R11801	RXN-12431
R08543	RXN-12237
R03114	CARVEOL-DEHYDROGENASE-RXN
R09684	RXN-9455
R10705	RXN-17572
R03626	ARACHIDONATE-15-LIPOXYGENASE-RXN
R03563	TROPINESTERASE-RXN
R02233	CYCLOHEXYLAMINE-OXIDASE-RXN
R00014	RXN-14985
R05778	1.13.11.46-RXN
R00512	RXN-7913
R09807	RXN-12674
R06456	RXN-12802
R13028	RXN-22743
R09398	RXN-21089
R11353	RXN-17555
R09629	RXN-10600
R05777	RXN-10964
R03224	RXN-14272
R10154	RXN-12654
R07251	2.3.1.161-RXN
R09296	2.4.1.222-RXN
R03363	RXN-10947
R02691	2.4.1.46-RXN
R10778	3.5.1.95-RXN
R01944	2.3.1.138-RXN
R00292	RXN-14378
R00713	RXN0-5293
R02214	PROGESTERONE-11-ALPHA-MONOOXYGENASE-RXN
R01553	RXN-11733
R02156	QUERCETIN-23-DIOXYGENASE-RXN
R09255	AGMATINE-N4-COUMAROYLTRANSFERASE-RXN
R01257	RXN-21557
R03875	RXN-20603
R04448	THIAZOLSYN3-RXN
R10657	RXN-14706
R05683	RXN-12107
R08652	RXN-4602
R01457	RXN66-321
R01805	RXN-9989
R04393	RXN-15159
R09445	RXN-12129
R07750	RXN-4002
R04013	RXN-18622
R02208	RXN-711
R11952	RXN-18778
R08359	SPERMIDINESYN-RXN
R09647	RXN-10760
R11074	RXN-16819
R01624	RXN66-625
R06376	RXN-9430
R03575	1.97.1.1-RXN
R04464	METHELENE-THMPT-OXI-RXN
R05391	RXN-10102
R12491	RXN-20192
R02877	1.1.3.38-RXN
R12081	RXN-19262
R01481	GLUCURONATE-REDUCTASE-RXN
R03966	RXN-13459
R12238	RXN-18516
R10870	RXN-11577
R03646	ARGININE--TRNA-LIGASE-RXN
R03994	PIPERIDINE-N-PIPEROYLTRANSFERASE-RXN
R04809	4.2.1.107-RXN
R05127	RXN-23590
R06872	RXN-13803
R00535	STEROID-SULFOTRANSFERASE-RXN
R00519	1.2.1.2-RXN
R10418	RXN-14536
R02030	RXN-23130
R12969	RXN-3591
R00238	RXN-21225
R09606	RXN-11910
R04094	RXN-8134
R00125	3.6.1.41-RXN
R04102	R543-RXN
R00751	LTAA-RXN
R11527	RXN-19708
R11807	RXN-18488
R12360	RXN-20099
R03278	CYCLOHEXANE-12-DIOL-DEHYDROGENASE-RXN
R00073	RXN-23480
R12766	RXN-19464
R10117	RXN-16623
R12570	1.11.1.15-RXN
R07932	RXN-11756
R00857	RXN-14073
R04471	GALACTOLIPASE-RXN
R10113	RXN-11081
R06068	2.4.1.212-RXN
R03623	LICODIONE-2-O-METHYLTRANSFERASE-RXN
R10564	R125-RXN
R04729	RXN-9797
R10619	ALDOSE-1-EPIMERASE-RXN
R05768	2.4.1.217-RXN
R00653	FORMYLMETHIONINE-DEFORMYLASE-RXN
R01567	THYKI-RXN
R08902	RXN-13174
R00881	ADPSUGPPHOSPHAT-RXN
R10610	RXN-14566
R06687	RXN-14833
R10049	RXN-13144
R07824	RXN-11618
R06263	RXN-5471
R07294	3.1.2.25-RXN
R08220	3.1.1.64-RXN
R09787	RXN-12586
R12514	RXN-19593
R03541	PRENYL-PYROPHOSPHATASE-RXN
R06245	CELLOBIOSE-EPIMERASE-RXN
R12645	RXN-20590
R04472	RXN-16635
R03681	GLYCOGENIN-GLUCOSYLTRANSFERASE-RXN
R02384	TYRAMINE-N-METHYLTRANSFERASE-RXN
R07376	RXN-1382
R04988	RXN-9233
R10765	RXN-22968
R00595	RXN-11857
R01242	RXN-10615
R10868	RXN-7954
R02130	RXN66-356
R12525	RXN-18774
R00660	UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
R07222	1.17.5.1-RXN
R00417	2.4.1.94-RXN
R09844	RXN-17573
R07776	RXN-3762
R04349	3.5.5.6-RXN
R09918	RXN-12675
R09657	RXN-11751
R05777	RXN-10965
R06307	2.3.1.162-RXN
R05933	RXN-16324
R11776	RXN-18649
R00158	NUCLEOSIDE-PHOSPHATE-KINASE-RXN
R01467	THREONINE-RACEMASE-RXN
R03648	ASPARAGINE--TRNA-LIGASE-RXN
R09291	RXN-8957
R12588	RXN-20698
R07758	RXN-20384
R02661	RXN-21765
R02084	RXN-14724
R07036	HEPOXILIN-EPOXIDE-HYDROLASE-RXN
R01837	RXN66-350
R00409	METHYLISOCITRATE-LYASE-RXN
R07812	RXN-16483
R10806	RXN0-1241
R11677	RXN-17101
R10858	RXN-15851
R01461	RXN-20223
R05330	RXN-12706
R11776	RXN-18643
R12578	RXN-20693
R03478	RXN-7186
R02698	RXN-8505
R02487	GLUTARYL-COA-DEHYDROGENASE-RXN
R01462	STEROL-ESTERASE-RXN
R01624	RXN66-641
R12732	RXN-21612
R01220	METHYLENETHFDEHYDROG-NADP-RXN
R00390	LINOLENOYL-RXN
R10286	RXN-13484
R04950	2.3.1.80-RXN
R01461	RXN-20218
R00577	GLUTAMINE-N-ACYLTRANSFERASE-RXN
R12457	RXN-20086
R07063	RXN-16132
R07560	RXN-19133
R12984	RXN-22636
R07181	1.12.1.3-RXN
R01403	RXN-9661
R12695	FUCULOKIN-RXN
R04524	RXN-8756
R03875	RXN-21597
R10116	RXN-11480
R10009	RXN-13337
R06153	RXN-18311
R01366	ACETOACETATE-DECARBOXYLASE-RXN
R04117	RXN-8612
R01731	PREPHENATE-ASP-TRANSAMINE-RXN
R08678	RXN-13161
R09492	RXN-12164
R07745	RXN-3763
R10385	RXN-17760
R11542	RXN-17703
R05934	RXN-16325
R00435	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN
